Matching_area,sum_COUNTHU10,sum_TOTPOP10,sum_P_WRKAGE,sum_AUTOOWN0,sum_PCT_AO0,sum_AUTOOWN1,sum_PCT_AO1,sum_AUTOOWN2P,sum_PCT_AO2P,sum_WORKERS,sum_R_LOWWAGEW,sum_R_MEDWAGEW,sum_R_HIWAGEWK,sum_R_PCTLOWWA,sum_EMPTOT,sum_E5_RET10,sum_E5_OFF10,sum_E5_IND10,sum_E5_SVC10,sum_E5_ENT10,sum_E8_RET10,sum_E8_OFF10,sum_E8_IND10,sum_E8_SVC10,sum_E8_ENT10,sum_E8_ED10,sum_E8_HLTH10,sum_E8_PUB10,sum_E_FEDT10,sum_E_FEDRET10,sum_E_FEDOFF10,sum_E_FEDIND10,sum_E_FEDSVC10,sum_E_FEDENT10,sum_E_LOWWAGEW,sum_E_MEDWAGEW,sum_E_HIWAGEWK,sum_E_PCTLOWWA,sum_AC_TOT,sum_AC_WATER,sum_AC_LAND,sum_AC_UNPR,sum_D1A,sum_D1B,sum_D1C,sum_D1C5_Ret10,sum_D1C5_Off10,sum_D1C5_Ind10,sum_D1C5_Svc10,sum_D1C5_Ent10,sum_D1C8_Ret10,sum_D1C8_Off10,sum_D1C8_Ind10,sum_D1C8_Svc10,sum_D1C8_Ent10,sum_D1C8_Ed10,sum_D1C8_Hlth1,sum_D1C8_Pub10,sum_D1D,sum_D1_flag,sum_D2A_JPHH,sum_D2B_E5MIX,sum_D2B_E5MIXA,sum_D2B_E8MIX,sum_D2B_E8MIXA,sum_D2A_EPHHM,sum_D2C_TRPMX1,sum_D2C_TRPMX2,sum_D2C_TRIPEQ,sum_D2R_JOBPOP,sum_D2R_WRKEMP,sum_D2A_WRKEMP,sum_D2C_WREMIX,sum_D3a,sum_D3aao,sum_D3amm,sum_D3apo,sum_D3b,sum_D3bao,sum_D3bmm3,sum_D3bmm4,sum_D3bpo3,sum_D3bpo4,sum_D4a,sum_D4b025,sum_D4b050,sum_D4c,sum_D4d,sum_D5ar,sum_D5ae,sum_D5br,sum_D5br_Flag,sum_D5be,sum_D5be_Flag,sum_D5cr,sum_D5cri,sum_D5ce,sum_D5cei,sum_D5dr,sum_D5dri,sum_D5de,sum_D5dei,sum_Shape_Leng,sum_Shape_Area,mean_COUNTHU10,mean_TOTPOP10,mean_P_WRKAGE,mean_AUTOOWN0,mean_PCT_AO0,mean_AUTOOWN1,mean_PCT_AO1,mean_AUTOOWN2P,mean_PCT_AO2P,mean_WORKERS,mean_R_LOWWAGEW,mean_R_MEDWAGEW,mean_R_HIWAGEWK,mean_R_PCTLOWWA,mean_EMPTOT,mean_E5_RET10,mean_E5_OFF10,mean_E5_IND10,mean_E5_SVC10,mean_E5_ENT10,mean_E8_RET10,mean_E8_OFF10,mean_E8_IND10,mean_E8_SVC10,mean_E8_ENT10,mean_E8_ED10,mean_E8_HLTH10,mean_E8_PUB10,mean_E_FEDT10,mean_E_FEDRET10,mean_E_FEDOFF10,mean_E_FEDIND10,mean_E_FEDSVC10,mean_E_FEDENT10,mean_E_LOWWAGEW,mean_E_MEDWAGEW,mean_E_HIWAGEWK,mean_E_PCTLOWWA,mean_AC_TOT,mean_AC_WATER,mean_AC_LAND,mean_AC_UNPR,mean_D1A,mean_D1B,mean_D1C,mean_D1C5_Ret10,mean_D1C5_Off10,mean_D1C5_Ind10,mean_D1C5_Svc10,mean_D1C5_Ent10,mean_D1C8_Ret10,mean_D1C8_Off10,mean_D1C8_Ind10,mean_D1C8_Svc10,mean_D1C8_Ent10,mean_D1C8_Ed10,mean_D1C8_Hlth1,mean_D1C8_Pub10,mean_D1D,mean_D1_flag,mean_D2A_JPHH,mean_D2B_E5MIX,mean_D2B_E5MIXA,mean_D2B_E8MIX,mean_D2B_E8MIXA,mean_D2A_EPHHM,mean_D2C_TRPMX1,mean_D2C_TRPMX2,mean_D2C_TRIPEQ,mean_D2R_JOBPOP,mean_D2R_WRKEMP,mean_D2A_WRKEMP,mean_D2C_WREMIX,mean_D3a,mean_D3aao,mean_D3amm,mean_D3apo,mean_D3b,mean_D3bao,mean_D3bmm3,mean_D3bmm4,mean_D3bpo3,mean_D3bpo4,mean_D4a,mean_D4b025,mean_D4b050,mean_D4c,mean_D4d,mean_D5ar,mean_D5ae,mean_D5br,mean_D5br_Flag,mean_D5be,mean_D5be_Flag,mean_D5cr,mean_D5cri,mean_D5ce,mean_D5cei,mean_D5dr,mean_D5dri,mean_D5de,mean_D5dei,mean_Shape_Leng,mean_Shape_Area
148,10941,25023,16.69171,9502,16.4242,1229,2.21374,189,0.36185,9955,2805,2943,4207,5.34419,9075,1597,923,1643,2590,2322,1597,912,1643,969,2322,154,1467,11,0,0,0,0,0,0,3463,3871,1741,7.35,161.8456754,0,161.8086172,149.17094,1483.471566,3513.031914,1142.000364,191.0854428,103.8808925,225.8450659,118.4815245,305.3330097,191.0854428,102.2722252,225.8450659,118.4815245,118.4815245,16.98245244,180.3919766,1.608667289,2625.47193,0,15.763236,15.188635,15.089099,14.521958,13.182432,12.926002,13.037289,14.001645,13.715293,4.996313,14.131682,27.224759,10.805101,808.8833,72.46154521,149.8919821,586.5297315,2835.1204,168.0276307,187.9671474,665.5719352,370.1843662,1797.261447,8742.541936,18.51414233,19,1157,105272.2709,22877107.57,26193216.73,5631356.48,8,1945829.97,6,0.00355,15.02,0.19,17.09,0.008502127,10.43,0.004940834,2.38,19453.19816,1141213.636,575.8421053,1317,0.878511053,500.1052632,0.864431579,64.68421053,0.116512632,9.947368421,0.019044737,523.9473684,147.6315789,154.8947368,221.4210526,0.281273158,477.6315789,84.05263158,48.57894737,86.47368421,136.3157895,122.2105263,84.05263158,48,86.47368421,51,122.2105263,8.105263158,77.21052632,0.578947368,0,0,0,0,0,0,182.2631579,203.7368421,91.63157895,0.386842105,8.518193444,0,8.516243008,7.851102105,78.07745084,184.8964165,60.10528234,10.05712857,5.467415395,11.88658241,6.235869713,16.0701584,10.05712857,5.382748696,11.88658241,6.235869713,6.235869713,0.893813286,9.494314555,0.084666699,138.1827332,0,0.829644,0.799401842,0.794163105,0.764313579,0.693812211,0.680315895,0.686173105,0.736928684,0.721857526,0.262963842,0.743772737,1.432882053,0.568689526,42.57280526,3.813765537,7.889051689,30.86998587,149.2168632,8.84355951,9.89300776,35.03010185,19.4833877,94.59270774,460.1337861,0.974428544,1,60.89473684,5540.645839,1204058.293,1378590.354,296387.1832,0.421052632,102412.1037,0.315789474,0.000186842,0.790526316,0.01,0.899473684,0.00044748,0.548947368,0.000260044,0.125263158,1023.852535,60063.87558
151,17512,33518,17.6978,13567,16.41092,3485,4.0207,433,0.56811,14434,2966,3214,8254,4.24689,5399,969,840,175,2722,693,969,827,175,787,693,188,1747,13,0,0,0,0,0,0,1375,2340,1684,6.13,207.0078306,1.75,205.2197875,165.61887,2547.346236,4756.300453,742.4430459,118.7193926,130.3030578,22.67207789,131.1297353,117.7199428,118.7193926,128.315082,22.67207789,131.1297353,131.1297353,28.78588681,193.1129526,1.987975853,3289.789282,0,7.438736,13.207055,12.2508,12.932174,11.696219,8.438046,10.436308,11.44208,7.922308,2.683122,9.516469,113.168536,4.39203,684.9624,24.89533836,111.3985367,548.6685679,2646.5133,0,0,711.0372707,1211.908848,1127.133018,16681.04966,20.42719418,21,922.3333333,75246.752,18866369.73,26176018.88,4465586.08,0,2374909.98,14,0.002927,12.38,0.21,17.08,0.006742067,8.22,0.00603035,2.92,22125.52826,1463136.416,833.9047619,1596.095238,0.842752381,646.047619,0.781472381,165.952381,0.191461905,20.61904762,0.027052857,687.3333333,141.2380952,153.047619,393.047619,0.202232857,257.0952381,46.14285714,40,8.333333333,129.6190476,33,46.14285714,39.38095238,8.333333333,37.47619048,33,8.952380952,83.19047619,0.619047619,0,0,0,0,0,0,65.47619048,111.4285714,80.19047619,0.291904762,9.857515741,0.083333333,9.772370832,7.886612857,121.3022017,226.4904978,35.35443076,5.653304412,6.204907516,1.079622757,6.244273111,5.605711562,5.653304412,6.110241999,1.079622757,6.244273111,6.244273111,1.370756515,9.195854885,0.094665517,156.6566325,0,0.354225524,0.628907381,0.583371429,0.61581781,0.55696281,0.401811714,0.496967048,0.544860952,0.377252762,0.127767714,0.45316519,5.388977905,0.209144286,32.61725714,1.185492303,5.304692224,26.12707466,126.0244429,0,0,33.85891765,57.70994514,53.67300084,794.335698,0.972723532,1,43.92063492,3583.178667,898398.5588,1246477.09,212646.9562,0,113090.9514,0.666666667,0.000139381,0.58952381,0.01,0.813333333,0.000321051,0.391428571,0.00028716,0.139047619,1053.596584,69673.16267
152,8558,22950,10.95893,6930,10.39896,1428,2.34052,183,0.26038,7643,2166,3022,2455,3.72408,6186,1068,1015,411,3408,284,1068,1011,411,2532,284,143,733,4,0,0,0,0,0,0,1265,2039,2882,5.25,248.4980922,2.31,246.1419763,183.99121,1003.441577,2681.929966,281.6516945,47.56083666,46.53231342,20.09677966,90.84259253,20.70361027,47.56083666,46.24690882,20.09677966,90.84259253,90.84259253,12.47222434,43.4433376,0.285404601,1285.093272,0,288.595343,4.885725,4.591427,5.377064,4.625951,4.323772,4.850279,5.289157,3.114988,1.649891,3.552483,246.279751,2.055719,420.5054,38.3322189,54.42862327,327.744658,1519.8771,63.1813661,137.229059,385.9806134,748.7295733,542.9621036,10099.84912,12.25984848,14,522,30285.6832,11748206.91,18470517.2,2028252.21,0,1125641.89,5,0.001821,7.69,0.14,12.07,0.003062221,3.71,0.00285822,1.37,22497.68254,1757514.479,611.2857143,1639.285714,0.782780714,495,0.742782857,102,0.16718,13.07142857,0.018598571,545.9285714,154.7142857,215.8571429,175.3571429,0.266005714,441.8571429,76.28571429,72.5,29.35714286,243.4285714,20.28571429,76.28571429,72.21428571,29.35714286,180.8571429,20.28571429,10.21428571,52.35714286,0.285714286,0,0,0,0,0,0,90.35714286,145.6428571,205.8571429,0.375,17.74986373,0.165,17.58156974,13.14222929,71.67439836,191.5664261,20.11797818,3.397202619,3.323736673,1.435484261,6.488756609,1.478829305,3.397202619,3.30335063,1.435484261,6.488756609,6.488756609,0.890873167,3.103095543,0.020386043,91.79237654,0,20.61395307,0.348980357,0.327959071,0.384076,0.330425071,0.308840857,0.3464485,0.377796929,0.222499143,0.117849357,0.253748786,17.59141079,0.146837071,30.0361,2.738015635,3.887758805,23.41033271,108.56265,4.512954721,9.802075639,27.57004381,53.48068381,38.7830074,721.4177941,0.875703463,1,37.28571429,2163.263086,839157.6366,1319322.657,144875.1579,0,80402.99214,0.357142857,0.000130071,0.549285714,0.01,0.862142857,0.00021873,0.265,0.000204159,0.097857143,1606.977324,125536.7485
158,6990,11360,7.11193,5350,6.1672,1513,1.72208,117,0.11063,6195,1026,886,4283,1.33082,10805,529,2042,1196,3341,3697,529,2035,1196,1837,3697,199,1305,7,0,0,0,0,0,0,2076,3408,5321,1.63,172.4777879,3.84,168.6171312,122.33776,565.3933196,892.8448629,585.373703,28.11010741,97.96308148,62.12654692,84.56871784,235.5719818,28.11010741,97.52284305,62.12654692,84.56871784,84.56871784,14.71113799,62.32212955,0.440238429,1150.767023,0,12.780285,6.296573,6.193064,5.950096,5.587317,5.062505,4.592381,5.026606,4.203837,3.434395,4.65768,12.826833,3.446732,298.0732,32.25543249,11.11861904,254.6991151,907.597,17.49919869,7.160967411,66.7145592,432.7657433,547.4518691,7314.771103,5.191243212,7.997307634,371,20544.896,10082988.34,10937984.41,2241751.44,0,1082809.78,5,0.001566,6.62,0.08,7.14,0.003384559,4.16,0.002749461,1.34,18748.26286,1216826.503,873.75,1420,0.88899125,668.75,0.7709,189.125,0.21526,14.625,0.01382875,774.375,128.25,110.75,535.375,0.1663525,1350.625,66.125,255.25,149.5,417.625,462.125,66.125,254.375,149.5,229.625,462.125,24.875,163.125,0.875,0,0,0,0,0,0,259.5,426,665.125,0.20375,21.55972349,0.48,21.0771414,15.29222,70.67416494,111.6056079,73.17171287,3.513763426,12.24538518,7.765818365,10.57108973,29.44649772,3.513763426,12.19035538,7.765818365,10.57108973,10.57108973,1.838892248,7.790266193,0.055029804,143.8458778,0,1.597535625,0.787071625,0.774133,0.743762,0.698414625,0.632813125,0.574047625,0.62832575,0.525479625,0.429299375,0.58221,1.603354125,0.4308415,37.25915,4.031929061,1.38982738,31.83738939,113.449625,2.187399836,0.895120926,8.3393199,54.09571792,68.43148364,914.3463879,0.648905401,0.999663454,46.375,2568.112,1260373.543,1367248.051,280218.93,0,135351.2225,0.625,0.00019575,0.8275,0.01,0.8925,0.00042307,0.52,0.000343683,0.1675,2343.532858,152103.3129
161,1662,1424,3.72236,1203,1.91893,425,1.97992,31,0.10112,2059,363,390,1306,0.71083,185202,12619,86023,17325,53962,15273,12619,84148,17325,49562,15273,2372,2028,1875,256,0,256,0,0,0,20692,33385,131125,0.42,166.608851,0,166.6033058,166.6032,38.96601031,33.46110503,4460.461474,304.9941488,2078.306036,412.7271071,1190.335034,366.1990358,304.9941488,2029.746206,412.7271071,1190.335034,1190.335034,58.53208189,49.36803056,48.55983082,4499.427485,0,1121.793515,3.182762,3.182762,2.726733,2.726733,2.940667,2.60499,2.779627,1.481641,0.140771,0.087133,0.044314,1.487918,117.7343,2.320097911,7.570200518,107.8440176,361.3372,0,0,57.65103182,137.3872607,212.0491735,2176.09525,3.992245102,4.000000013,2050.666667,31624.59733,5746661.135,5517815.437,1865582.32,4,574476.51,2,0.000893,3.78,0.04,3.6,0.002816625,3.46,0.001458705,0.71,9202.758752,1176234.233,415.5,356,0.93059,300.75,0.4797325,106.25,0.49498,7.75,0.02528,514.75,90.75,97.5,326.5,0.1777075,46300.5,3154.75,21505.75,4331.25,13490.5,3818.25,3154.75,21037,4331.25,12390.5,3818.25,593,507,468.75,64,0,64,0,0,0,5173,8346.25,32781.25,0.105,41.65221275,0,41.65082645,41.6508,9.741502576,8.365276258,1115.115369,76.2485372,519.5765091,103.1817768,297.5837584,91.54975895,76.2485372,507.4365514,103.1817768,297.5837584,297.5837584,14.63302047,12.34200764,12.13995771,1124.856871,0,280.4483788,0.7956905,0.7956905,0.68168325,0.68168325,0.73516675,0.6512475,0.69490675,0.37041025,0.03519275,0.02178325,0.0110785,0.3719795,29.433575,0.580024478,1.89255013,26.96100439,90.3343,0,0,14.41275795,34.34681518,53.01229338,544.0238125,0.998061275,1.000000003,512.6666667,7906.149333,1436665.284,1379453.859,466395.58,1,143619.1275,0.5,0.00022325,0.945,0.01,0.9,0.000704156,0.865,0.000364676,0.1775,2300.689688,294058.5582
162,3995,5199,4.6298,3395,4.06898,457,0.76816,135,0.16278,3177,349,522,2306,0.56966,111119,3121,46841,4691,45423,11043,3121,46765,4691,41756,11043,890,2777,76,0,0,0,0,0,0,9876,16059,85184,0.4,110.6769284,0,110.6720905,110.67203,219.1981878,276.2799601,4724.668778,187.017195,1759.220198,169.9333619,1996.872867,436.8424174,187.017195,1756.31267,169.9333619,1996.872867,1996.872867,35.55816889,139.2245694,2.907527922,4943.866966,0,139.508711,3.449154,3.449154,3.012354,3.012354,3.459969,2.753165,3.005562,1.891464,1.212688,0.319173,0.16643,1.901799,149.4459,12.34027977,30.59183864,106.5137784,357.1842,3.28024868,13.14099624,150.2678379,16.43124568,187.1917438,1487.84939,5,4.999999996,1580,61235.05067,6863513.672,7016249.287,2098430.86,5,897660.3,2,0.001067,4.51,0.05,4.57,0.003168176,3.9,0.002279331,1.13,8398.691721,781323.2237,799,1039.8,0.92596,679,0.813796,91.4,0.153632,27,0.032556,635.4,69.8,104.4,461.2,0.113932,22223.8,624.2,9368.2,938.2,9084.6,2208.6,624.2,9353,938.2,8351.2,2208.6,178,555.4,15.2,0,0,0,0,0,0,1975.2,3211.8,17036.8,0.08,22.13538568,0,22.13441811,22.134406,43.83963757,55.25599202,944.9337556,37.403439,351.8440396,33.98667239,399.3745735,87.36848349,37.403439,351.262534,33.98667239,399.3745735,399.3745735,7.111633778,27.84491389,0.581505584,988.7733932,0,27.9017422,0.6898308,0.6898308,0.6024708,0.6024708,0.6919938,0.550633,0.6011124,0.3782928,0.2425376,0.0638346,0.033286,0.3803598,29.88918,2.468055953,6.118367727,21.30275568,71.43684,0.656049736,2.628199247,30.05356757,3.286249135,37.43834876,297.569878,1,0.999999999,316,12247.01013,1372702.734,1403249.857,419686.172,1,179532.06,0.4,0.0002134,0.902,0.01,0.914,0.000633635,0.78,0.000455866,0.226,1679.738344,156264.6447
163,7130,7904,7.31042,5416,5.94824,1514,1.72821,191,0.32345,4913,774,710,3429,1.26606,70377,7351,27122,3735,17198,14971,7351,27086,3735,14585,14971,671,1942,36,0,0,0,0,0,0,13269,13697,43411,1.38,94.69312399,0,94.68971052,94.57633,730.2997279,805.7154892,5431.061902,419.1092559,2010.330528,227.6589675,1135.665117,1386.856468,419.1092559,2007.380474,227.6589675,1135.665117,1135.665117,80.81151246,170.6300532,2.950054463,6161.36163,0,95.789819,6.054988,6.054988,5.386879,5.352375,6.327045,5.052832,5.52243,3.256678,4.115101,1.846732,1.159986,3.435629,200.7373,39.78,10.38356424,150.5737335,351.9242,0,0,66.07881411,244.27,122.9173448,5044.297913,8,8,2056.333333,129428.9067,10887177.62,10974438.9,3472615.6,4,1346906.14,6,0.001692,7.17,0.08,7.17,0.005242897,6.46,0.003420052,1.67,9880.501609,668689.9837,891.25,988,0.9138025,677,0.74353,189.25,0.21602625,23.875,0.04043125,614.125,96.75,88.75,428.625,0.1582575,8797.125,918.875,3390.25,466.875,2149.75,1871.375,918.875,3385.75,466.875,1823.125,1871.375,83.875,242.75,4.5,0,0,0,0,0,0,1658.625,1712.125,5426.375,0.1725,11.8366405,0,11.83621382,11.82204125,91.28746599,100.7144361,678.8827378,52.38865698,251.291316,28.45737094,141.9581396,173.3570585,52.38865698,250.9225592,28.45737094,141.9581396,141.9581396,10.10143906,21.32875665,0.368756808,770.1702038,0,11.97372738,0.7568735,0.7568735,0.673359875,0.669046875,0.790880625,0.631604,0.69030375,0.40708475,0.514387625,0.2308415,0.14499825,0.429453625,25.0921625,4.9725,1.29794553,18.82171668,43.990525,0,0,8.259851764,30.53375,15.3646681,630.5372391,1,1,257.0416667,16178.61333,1360897.203,1371804.863,434076.95,0.5,168363.2675,0.75,0.0002115,0.89625,0.01,0.89625,0.000655362,0.8075,0.000427506,0.20875,1235.062701,83586.24797
164,5627,8191,6.63725,4829,5.10316,678,0.72138,112,0.17538,4493,711,762,3020,0.95116,78882,4095,16285,15551,37728,5223,4095,16062,15551,23678,5223,1420,12630,223,0,0,0,0,0,0,15510,24627,38745,1.21,128.8511052,0,128.8432806,122.68454,310.7371894,471.3840444,4047.41485,172.3628008,1041.296788,760.1307777,1210.161421,257.2324715,172.3628008,1031.936487,760.1307777,1210.161421,1210.161421,72.62071496,533.6098765,9.360300301,4358.15204,0,1970.084422,4.911682,4.891657,4.549785,4.490439,4.999578,3.820519,3.894597,2.335898,2.891642,0.988304,0.563902,2.797974,219.3918,23.40107702,25.09185737,170.8988296,646.8799,40.59191521,17.09054803,153.9116039,308.2808191,275.9457389,4020.596958,6.999999732,7.000000136,2654.666667,96835.88267,10234787.49,10000922.76,3409518.03,2,1309811.08,4,0.001589,6.74,0.07,6.55,0.005147633,6.34,0.00332586,1.64,10398.87786,909434.3513,803.8571429,1170.142857,0.948178571,689.8571429,0.729022857,96.85714286,0.103054286,16,0.025054286,641.8571429,101.5714286,108.8571429,431.4285714,0.13588,11268.85714,585,2326.428571,2221.571429,5389.714286,746.1428571,585,2294.571429,2221.571429,3382.571429,746.1428571,202.8571429,1804.285714,31.85714286,0,0,0,0,0,0,2215.714286,3518.142857,5535,0.172857143,18.40730075,0,18.40618294,17.52636286,44.39102705,67.34057777,578.2021215,24.62325726,148.7566839,108.5901111,172.880203,36.74749592,24.62325726,147.4194982,108.5901111,172.880203,172.880203,10.37438785,76.22998235,1.337185757,622.5931485,0,281.4406317,0.701668857,0.698808143,0.649969286,0.641491286,0.714225429,0.545788429,0.556371,0.333699714,0.413091714,0.141186286,0.080557429,0.399710571,31.34168571,3.343011003,3.584551053,24.41411851,92.41141429,5.79884503,2.441506861,21.98737199,44.04011702,39.42081985,574.370994,0.999999962,1.000000019,379.2380952,13833.69752,1462112.499,1428703.252,487074.0043,0.285714286,187115.8686,0.571428571,0.000227,0.962857143,0.01,0.935714286,0.000735376,0.905714286,0.000475123,0.234285714,1485.55398,129919.193
166,14194,38723,21.18047,11101,17.92866,2811,4.62937,254,0.44169,15137,4177,3893,7067,6.52232,41586,705,1382,238,37972,1289,705,1252,238,2376,1289,30198,5398,130,0,0,0,0,0,0,10518,7934,23134,7.08,367.7475249,1.67,366.0354019,236.42942,1949.862381,5174.22277,2319.028308,101.735929,103.6351426,35.94935215,182.4591736,151.9131489,101.735929,95.41385288,35.94935215,182.4591736,182.4591736,1229.438835,513.8967264,8.221289708,4268.890689,0,25935.85666,10.398306,9.207548,11.26411,9.655269,10.715319,10.910935,11.585486,9.881881,6.199457,12.279376,119.43449,9.876766,742.0972,38.88986351,144.8394862,558.3678775,3609.0839,13.2166427,165.3169359,822.9130188,2235.147052,1185.062605,-280182.3901,18.58289693,24,835.3333333,57232.8384,20262438.49,30513085.02,3957659.35,0,2225282.92,16,0.003144,13.29,0.24,19.91,0.005975208,7.27,0.005650418,2.74,32827.55083,2600245.307,591.4166667,1613.458333,0.882519583,462.5416667,0.7470275,117.125,0.192890417,10.58333333,0.01840375,630.7083333,174.0416667,162.2083333,294.4583333,0.271763333,1732.75,29.375,57.58333333,9.916666667,1582.166667,53.70833333,29.375,52.16666667,9.916666667,99,53.70833333,1258.25,224.9166667,5.416666667,0,0,0,0,0,0,438.25,330.5833333,963.9166667,0.295,15.32281354,0.069583333,15.25147508,9.851225833,81.24426589,215.5926154,96.62617948,4.238997042,4.318130941,1.497889673,7.602465568,6.329714538,4.238997042,3.975577203,1.497889673,7.602465568,7.602465568,51.22661812,21.4123636,0.342553738,177.8704454,0,1080.660694,0.43326275,0.383647833,0.469337917,0.402302875,0.446471625,0.454622292,0.482728583,0.411745042,0.258310708,0.511640667,4.976437083,0.411531917,30.92071667,1.620410979,6.034978593,23.26532823,150.3784958,0.550693446,6.888205662,34.28804245,93.13112715,49.37760855,-11674.26625,0.774287372,1,34.80555556,2384.7016,844268.2703,1271378.542,164902.4729,0,92720.12167,0.666666667,0.000131,0.55375,0.01,0.829583333,0.000248967,0.302916667,0.000235434,0.114166667,1367.814618,108343.5545
170,17341,25694,20.53099,13759,17.48983,3305,4.23059,249,0.27932,12905,1394,1747,9764,2.37607,86358,3673,20428,7210,50544,4503,3673,20367,7210,45222,4503,824,4498,61,0,0,0,0,0,0,13274,19214,53870,4.6,172.3887083,0,172.3630836,172.36311,2855.16272,4289.140458,7001.086603,471.941905,1859.088406,586.2400008,3174.443046,472.1841984,471.941905,1854.944587,586.2400008,3174.443046,3174.443046,46.75086455,390.4381825,4.143818617,9856.249323,0,104.103326,14.792051,14.761208,13.946977,13.093313,13.323384,11.98724,13.033004,11.809819,8.914685,11.605603,24.487787,10.621121,820.5041,255.3158137,79.11372551,486.0746749,1248.6684,610.8591096,0,489.4948283,264.4630028,582.7769626,10773.41379,17.97046541,21.99999984,3441.666667,312472.0213,31259959.08,32222809.32,8328356.06,6,2752460.2,13,0.004856,20.59,0.22,21.07,0.012574012,15.45,0.006989022,3.4,21163.79553,1216525.438,788.2272727,1167.909091,0.933226818,625.4090909,0.794992273,150.2272727,0.192299545,11.31818182,0.012696364,586.5909091,63.36363636,79.40909091,443.8181818,0.108003182,3925.363636,166.9545455,928.5454545,327.7272727,2297.454545,204.6818182,166.9545455,925.7727273,327.7272727,2055.545455,204.6818182,37.45454545,204.4545455,2.772727273,0,0,0,0,0,0,603.3636364,873.3636364,2448.636364,0.209090909,7.835850378,0,7.834685618,7.834686818,129.7801236,194.9609299,318.2312092,21.45190477,84.50401845,26.64727276,144.2928657,21.46291811,21.45190477,84.31566305,26.64727276,144.2928657,144.2928657,2.125039298,17.74719011,0.188355392,448.0113329,0,4.731969364,0.672365955,0.670964,0.6339535,0.595150591,0.605608364,0.544874545,0.592409273,0.536809955,0.405212955,0.527527409,1.113081227,0.482778227,37.29564091,11.60526426,3.596078432,22.09430341,56.75765455,27.76632317,0,22.24976492,12.02104558,26.48986194,489.700627,0.816839337,0.999999993,156.4393939,14203.2737,1420907.231,1464673.151,378561.6391,0.272727273,125111.8273,0.590909091,0.000220727,0.935909091,0.01,0.957727273,0.000571546,0.702272727,0.000317683,0.154545455,961.9907061,55296.61083
186,1929,4156,2.8017,1600,2.50089,326,0.49908,0,0,1965,327,347,1291,0.49936,68275,4797,12650,7482,35557,7789,4797,12545,7482,22871,7789,3465,9221,105,0,0,0,0,0,0,16777,18486,33012,0.7,85.8667984,0,85.8667984,85.8668,74.44488366,168.8390474,2105.830059,155.8674498,373.0255336,261.2673446,714.7004696,212.9755841,155.8674498,370.3164266,261.2673446,714.7004696,714.7004696,154.2583498,233.7353274,2.709107055,2180.274943,0,105.515308,2.423461,2.423461,2.428578,2.428578,2.360858,1.562182,1.640665,1.127566,1.083202,0.259328,0.138904,1.156491,73.48,21.81,2.39,49.28,14.7607,14.75,0,0,22.13,0,1764.582749,2.999999971,3,1132.333333,27625.216,4114376.261,4143581.36,1262950.22,0,507181.14,2,0.000639,2.71,0.03,2.7,0.001906781,2.34,0.00128783,0.64,5397.424372,606054.9372,643,1385.333333,0.9339,533.3333333,0.83363,108.6666667,0.16636,0,0,655,109,115.6666667,430.3333333,0.166453333,22758.33333,1599,4216.666667,2494,11852.33333,2596.333333,1599,4181.666667,2494,7623.666667,2596.333333,1155,3073.666667,35,0,0,0,0,0,0,5592.333333,6162,11004,0.233333333,28.62226613,0,28.62226613,28.62226667,24.81496122,56.27968248,701.943353,51.95581659,124.3418445,87.08911487,238.2334899,70.99186136,51.95581659,123.4388089,87.08911487,238.2334899,238.2334899,51.41944994,77.9117758,0.903035685,726.7583142,0,35.17176933,0.807820333,0.807820333,0.809526,0.809526,0.786952667,0.520727333,0.546888333,0.375855333,0.361067333,0.086442667,0.046301333,0.385497,24.49333333,7.27,0.796666667,16.42666667,4.920233333,4.916666667,0,0,7.376666667,0,588.1942497,0.99999999,1,377.4444444,9208.405333,1371458.754,1381193.787,420983.4067,0,169060.38,0.666666667,0.000213,0.903333333,0.01,0.9,0.000635594,0.78,0.000429277,0.213333333,1799.141457,202018.3124
